
AKCJA:buy;WALUTA:USD;ILOSC:12;TYLE DOSTANIESZ:52.8240;CENA:4.4020;DATA:27/03/2023 17:42:07
AKCJA:sell;WALUTA:USD;ILOSC:3;TYLE DOSTANIESZ:12.9444;CENA:4.3148;DATA:27/03/2023 17:42:11
